epoch,train_loss,val_f1,val_precision,val_recall,lr
56,0.632971,0.529089,0.638919,0.605909,6.59e-04
57,0.643857,0.561942,0.539333,0.634091,6.46e-04
58,0.636011,0.175947,0.382194,0.220909,6.33e-04
59,0.63786,0.58418,0.656565,0.626818,6.19e-04
60,0.638682,0.131086,0.36885,0.190909,6.06e-04
61,0.635566,0.347775,0.590534,0.362273,5.93e-04
62,0.627747,0.830056,0.858647,0.838636,5.79e-04
63,0.623072,0.857669,0.886823,0.864545,5.66e-04
64,0.622785,0.605295,0.634209,0.645,5.52e-04
65,0.618924,0.65961,0.710893,0.683636,5.39e-04
66,0.625142,0.681966,0.718429,0.690909,5.25e-04
67,0.625732,0.661736,0.65773,0.692273,5.11e-04
68,0.621926,0.549103,0.558383,0.601364,4.98e-04
69,0.625314,0.39037,0.654621,0.370455,4.84e-04
70,0.61472,0.590472,0.622599,0.648636,4.71e-04
71,0.609143,0.890694,0.917103,0.897727,4.57e-04
72,0.610072,0.342808,0.568997,0.336818,4.44e-04
73,0.616851,0.791547,0.828535,0.795,4.31e-04
74,0.618587,0.611541,0.639114,0.658636,4.17e-04
75,0.615613,0.053308,0.329111,0.051818,4.04e-04
76,0.612678,0.56064,0.617678,0.597273,3.91e-04
77,0.607727,0.784044,0.853413,0.799545,3.78e-04
78,0.604586,0.611676,0.639032,0.649091,3.65e-04
79,0.606671,0.050009,0.196034,0.066818,3.53e-04
80,0.60122,0.624717,0.635591,0.671818,3.40e-04
81,0.602159,0.577297,0.624444,0.639545,3.28e-04
82,0.601641,0.659985,0.712714,0.664091,3.15e-04
83,0.597266,0.694576,0.734159,0.716364,3.03e-04
84,0.600436,0.6901,0.688588,0.719545,2.91e-04
85,0.602986,0.732022,0.724043,0.759545,2.80e-04
86,0.593394,0.897317,0.905046,0.897727,2.68e-04
87,0.594349,0.406327,0.589143,0.400909,2.57e-04
88,0.593795,0.546433,0.551317,0.620455,2.46e-04
89,0.594126,0.848473,0.865207,0.850909,2.35e-04
90,0.593204,0.626171,0.632428,0.668182,2.24e-04
91,0.593132,0.876172,0.897457,0.880909,2.14e-04
92,0.589284,0.794367,0.837581,0.810455,2.04e-04
93,0.589477,0.811796,0.852236,0.821364,1.94e-04
94,0.588062,0.795006,0.836838,0.810909,1.84e-04
95,0.584897,0.863719,0.876697,0.866818,1.75e-04
96,0.58514,0.438986,0.573846,0.431818,1.66e-04
97,0.586553,0.872645,0.883216,0.875,1.57e-04
98,0.584178,0.549663,0.525441,0.625909,1.49e-04
99,0.583135,0.556458,0.61053,0.632727,1.41e-04
100,0.581917,0.473669,0.562626,0.476818,1.33e-04
101,0.581402,0.797153,0.85154,0.814091,1.25e-04
102,0.579915,0.861919,0.878083,0.864545,1.18e-04
103,0.579168,0.758323,0.747852,0.788636,1.11e-04
104,0.577467,0.7109,0.741759,0.728636,1.05e-04
105,0.575153,0.816863,0.862641,0.830455,9.87e-05
106,0.576081,0.769161,0.812998,0.788636,9.29e-05
107,0.577428,0.903077,0.904372,0.903182,8.75e-05
108,0.57541,0.761829,0.79484,0.779545,8.24e-05
109,0.573509,0.694017,0.687174,0.722273,7.76e-05
110,0.573149,0.818855,0.866493,0.834545,7.32e-05
111,0.57219,0.888924,0.890504,0.889091,6.92e-05
112,0.571719,0.850517,0.872715,0.854545,6.56e-05
113,0.570409,0.731767,0.721153,0.76,6.23e-05
114,0.569928,0.868593,0.878048,0.869545,5.95e-05
115,0.568703,0.736732,0.765183,0.757727,5.70e-05
116,0.567924,0.786765,0.815538,0.816364,5.48e-05
117,0.568291,0.892337,0.89567,0.892727,5.31e-05
118,0.567344,0.808298,0.850586,0.820909,5.17e-05
119,0.566028,0.885896,0.889894,0.886364,5.08e-05
120,0.565719,0.785303,0.770778,0.815455,5.02e-05
